Timestamp,Source IP,Destination IP,Source Port,Destination Port,Sequence,Ack Number,Window,Flags,Congestion Event
2007-06-28 21:05:31.883550,192.168.1.109,128.119.245.12,2538,80,0,0,16384,0x0002,Retransmission
2007-06-28 21:05:31.900208,128.119.245.12,192.168.1.109,80,2538,0,1,5840,0x0012,Retransmission
2007-06-28 21:05:31.900481,192.168.1.109,128.119.245.12,2538,80,1,1,17520,0x0010,Retransmission
2007-06-28 21:05:31.900710,192.168.1.109,128.119.245.12,2538,80,1,1,17520,0x0018,Retransmission
2007-06-28 21:05:31.919355,128.119.245.12,192.168.1.109,80,2538,1,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.919628,128.119.245.12,192.168.1.109,80,2538,1,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.921286,128.119.245.12,192.168.1.109,80,2538,1,436,6432,0x0018,Retransmission
2007-06-28 21:05:31.922771,128.119.245.12,192.168.1.109,80,2538,314,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.923266,128.119.245.12,192.168.1.109,80,2538,314,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.923847,128.119.245.12,192.168.1.109,80,2538,314,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.924077,128.119.245.12,192.168.1.109,80,2538,314,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.924285,192.168.1.109,128.119.245.12,2538,80,436,1774,17520,0x0010,Retransmission
2007-06-28 21:05:31.924538,192.168.1.109,128.119.245.12,2538,80,436,1774,17520,0x0010,Retransmission
2007-06-28 21:05:31.925274,128.119.245.12,192.168.1.109,80,2538,314,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.946076,128.119.245.12,192.168.1.109,80,2538,1774,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.946901,128.119.245.12,192.168.1.109,80,2538,1774,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.947157,128.119.245.12,192.168.1.109,80,2538,3234,436,6432,0x0010,
2007-06-28 21:05:31.948147,128.119.245.12,192.168.1.109,80,2538,4694,436,6432,0x0010,
2007-06-28 21:05:31.948267,192.168.1.109,128.119.245.12,2538,80,436,4694,17520,0x0010,Retransmission
2007-06-28 21:05:31.966940,199.93.245.12,192.168.1.109,80,2538,1,1,6432,0x0010,Retransmission
2007-06-28 21:05:31.968018,128.119.245.12,192.168.1.109,80,2538,6154,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.969100,128.119.245.12,192.168.1.109,80,2538,6154,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.969326,128.119.245.12,192.168.1.109,80,2538,7614,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.969426,192.168.1.109,128.119.245.12,2538,80,436,7614,17520,0x0010,Retransmission
2007-06-28 21:05:31.969780,128.119.245.12,192.168.1.109,80,2538,7614,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.970266,128.119.245.12,192.168.1.109,80,2538,7614,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.970895,128.119.245.12,192.168.1.109,80,2538,7614,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.971422,128.119.245.12,192.168.1.109,80,2538,9074,436,6432,0x0018,
2007-06-28 21:05:31.971635,192.168.1.109,128.119.245.12,2538,80,436,10534,17520,0x0010,Retransmission
2007-06-28 21:05:31.988395,128.119.245.12,192.168.1.109,80,2538,10534,436,6432,0x0018,Retransmission
2007-06-28 21:05:31.988894,128.119.245.12,192.168.1.109,80,2538,10534,436,6432,0x0018,Retransmission
2007-06-28 21:05:31.989151,128.119.245.12,192.168.1.109,80,2538,10534,436,6432,0x0018,Retransmission
2007-06-28 21:05:31.990018,128.119.245.12,192.168.1.109,80,2538,11994,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.990993,128.119.245.12,192.168.1.109,80,2538,11994,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.991230,128.119.245.12,192.168.1.109,80,2538,13454,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.991455,192.168.1.109,128.119.245.12,2538,80,436,13454,17520,0x0010,Retransmission
2007-06-28 21:05:31.993020,128.119.245.12,192.168.1.109,80,2538,13454,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.994273,128.119.245.12,192.168.1.109,80,2538,13454,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.994639,128.119.245.12,192.168.1.109,80,2538,14914,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.995145,128.119.245.12,192.168.1.109,80,2538,14914,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.995894,128.119.245.12,192.168.1.109,80,2538,14914,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.996605,128.119.245.12,192.168.1.109,80,2538,14914,436,6432,0x0010,Retransmission
2007-06-28 21:05:31.996817,192.168.1.109,128.119.245.12,2538,80,436,16374,17520,0x0010,Retransmission
2007-06-28 21:05:31.998398,128.119.245.12,192.168.1.109,80,2538,16374,436,6432,0x0018,Retransmission
2007-06-28 21:05:31.998955,128.119.245.12,192.168.1.109,80,2538,16374,436,6432,0x0018,Retransmission
2007-06-28 21:05:32.000265,128.119.245.12,192.168.1.109,80,2538,17834,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.000643,128.119.245.12,192.168.1.109,80,2538,17834,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.001595,128.119.245.12,192.168.1.109,80,2538,17834,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.001811,192.168.1.109,128.119.245.12,2538,80,436,19294,17520,0x0010,Retransmission
2007-06-28 21:05:32.010245,128.119.245.12,192.168.1.109,80,2538,19294,436,6432,0x0010,
2007-06-28 21:05:32.011559,128.119.245.12,192.168.1.109,80,2538,20754,436,6432,0x0010,
2007-06-28 21:05:32.011776,192.168.1.109,128.119.245.12,2538,80,436,22214,17520,0x0010,Retransmission
2007-06-28 21:05:32.012721,128.119.245.12,192.168.1.109,80,2538,22214,436,6432,0x0010,
2007-06-28 21:05:32.016050,128.119.245.12,192.168.1.109,80,2538,23674,436,6432,0x0010,
2007-06-28 21:05:32.016263,192.168.1.109,128.119.245.12,2538,80,436,25134,17520,0x0010,Retransmission
2007-06-28 21:05:32.017647,128.119.245.12,192.168.1.109,80,2538,25134,436,6432,0x0010,
2007-06-28 21:05:32.019018,128.119.245.12,192.168.1.109,80,2538,26594,436,6432,0x0018,
2007-06-28 21:05:32.019230,192.168.1.109,128.119.245.12,2538,80,436,28054,17520,0x0010,Retransmission
2007-06-28 21:05:32.021662,128.119.245.12,192.168.1.109,80,2538,28054,436,6432,0x0010,
2007-06-28 21:05:32.023486,128.119.245.12,192.168.1.109,80,2538,29514,436,6432,0x0010,
2007-06-28 21:05:32.023701,192.168.1.109,128.119.245.12,2538,80,436,30974,17520,0x0010,Retransmission
2007-06-28 21:05:32.024264,192.168.1.109,128.119.245.12,2538,80,436,30974,17520,0x0010,Retransmission
2007-06-28 21:05:32.025020,128.119.245.12,192.168.1.109,80,2538,30974,436,6432,0x0010,
2007-06-28 21:05:32.025139,192.168.1.109,128.119.245.12,2538,80,436,30974,17520,0x0010,Retransmission
2007-06-28 21:05:32.030139,128.119.245.12,192.168.1.109,80,2538,32434,436,6432,0x0010,
2007-06-28 21:05:32.030363,192.168.1.109,128.119.245.12,2538,80,436,33894,17520,0x0010,Retransmission
2007-06-28 21:05:32.030528,192.168.1.109,128.119.245.12,2538,80,436,33894,17520,0x0010,Retransmission
2007-06-28 21:05:32.031016,192.168.1.109,128.119.245.12,2538,80,436,33894,17520,0x0010,Retransmission
2007-06-28 21:05:32.031658,128.119.245.12,192.168.1.109,80,2538,33894,436,6432,0x0010,
2007-06-28 21:05:32.032842,128.119.245.12,192.168.1.109,80,2538,35354,436,6432,0x0010,
2007-06-28 21:05:32.033054,192.168.1.109,128.119.245.12,2538,80,436,36814,17520,0x0010,Retransmission
2007-06-28 21:05:32.037646,128.119.245.12,192.168.1.109,80,2538,36814,436,6432,0x0010,
2007-06-28 21:05:32.040338,128.119.245.12,192.168.1.109,80,2538,38274,436,6432,0x0010,
2007-06-28 21:05:32.040556,128.119.245.12,192.168.1.109,80,2538,39734,436,6432,0x0010,
2007-06-28 21:05:32.040774,192.168.1.109,128.119.245.12,2538,80,436,39734,17520,0x0010,Retransmission
2007-06-28 21:05:32.041665,128.119.245.12,192.168.1.109,80,2538,41194,436,6432,0x0010,
2007-06-28 21:05:32.041880,192.168.1.109,128.119.245.12,2538,80,436,42654,17520,0x0010,Retransmission
2007-06-28 21:05:32.042903,128.119.245.12,192.168.1.109,80,2538,42654,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.043517,128.119.245.12,192.168.1.109,80,2538,42654,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.044893,128.119.245.12,192.168.1.109,80,2538,42654,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.045264,128.119.245.12,192.168.1.109,80,2538,44114,436,6432,0x0018,Retransmission
2007-06-28 21:05:32.046127,128.119.245.12,192.168.1.109,80,2538,44114,436,6432,0x0018,Retransmission
2007-06-28 21:05:32.046340,192.168.1.109,128.119.245.12,2538,80,436,45574,17520,0x0010,Retransmission
2007-06-28 21:05:32.047055,128.119.245.12,192.168.1.109,80,2538,45574,436,6432,0x0010,
2007-06-28 21:05:32.048397,128.119.245.12,192.168.1.109,80,2538,47034,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.048644,128.119.245.12,192.168.1.109,80,2538,47034,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.049422,128.119.245.12,192.168.1.109,80,2538,47034,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.049648,192.168.1.109,128.119.245.12,2538,80,436,48494,17520,0x0010,Retransmission
2007-06-28 21:05:32.050265,128.119.245.12,192.168.1.109,80,2538,48494,436,6621,0x0010,Retransmission
2007-06-28 21:05:32.050644,128.119.245.12,192.168.1.109,80,2538,48494,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.051018,128.119.245.12,192.168.1.109,80,2538,48494,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.051891,128.119.245.12,192.168.1.109,80,2538,48494,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.052334,128.119.245.12,192.168.1.109,80,2538,49954,436,6432,0x0010,
2007-06-28 21:05:32.052463,192.168.1.109,128.119.245.12,2538,80,436,51414,17520,0x0010,Retransmission
2007-06-28 21:05:32.058657,128.119.245.12,192.168.1.109,80,2538,51414,436,6432,0x0010,
2007-06-28 21:05:32.060144,128.119.245.12,192.168.1.109,80,2538,52874,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.060642,128.119.245.12,192.168.1.109,80,2538,52874,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.061434,128.119.245.12,192.168.1.109,80,2538,52874,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.061657,192.168.1.109,128.119.245.12,2538,80,436,54334,17520,0x0010,Retransmission
2007-06-28 21:05:32.063019,128.119.245.12,192.168.1.109,80,2538,54334,436,6432,0x0018,
2007-06-28 21:05:32.064326,128.119.245.12,192.168.1.109,80,2538,55794,436,6432,0x0010,
2007-06-28 21:05:32.064549,192.168.1.109,128.119.245.12,2538,80,436,57254,17520,0x0010,Retransmission
2007-06-28 21:05:32.065643,128.119.245.12,192.168.1.109,80,2538,57254,436,6432,0x0010,
2007-06-28 21:05:32.067223,128.119.245.12,192.168.1.109,80,2538,58714,436,6432,0x0010,
2007-06-28 21:05:32.067435,192.168.1.109,128.119.245.12,2538,80,436,60174,17520,0x0010,Retransmission
2007-06-28 21:05:32.068399,128.119.245.12,192.168.1.109,80,2538,60174,436,6432,0x0010,
2007-06-28 21:05:32.069791,128.119.245.12,192.168.1.109,80,2538,61634,436,6432,0x0010,
2007-06-28 21:05:32.070029,192.168.1.109,128.119.245.12,2538,80,436,63094,17520,0x0010,Retransmission
2007-06-28 21:05:32.071524,128.119.245.12,192.168.1.109,80,2538,63094,436,6432,0x0010,
2007-06-28 21:05:32.073580,128.119.245.12,192.168.1.109,80,2538,64554,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.074140,192.168.1.109,128.119.245.12,2538,80,436,66014,17520,0x0010,Retransmission
2007-06-28 21:05:32.074244,192.168.1.109,128.119.245.12,2538,80,436,66014,17520,0x0010,Retransmission
2007-06-28 21:05:32.074901,128.119.245.12,192.168.1.109,80,2538,64554,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.075774,128.119.245.12,192.168.1.109,80,2538,64554,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.076335,128.119.245.12,192.168.1.109,80,2538,66014,436,6432,0x0018,
2007-06-28 21:05:32.077794,128.119.245.12,192.168.1.109,80,2538,67474,436,6432,0x0010,
2007-06-28 21:05:32.078005,192.168.1.109,128.119.245.12,2538,80,436,68934,17520,0x0010,Retransmission
2007-06-28 21:05:32.083306,128.119.245.12,192.168.1.109,80,2538,68934,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.083896,128.119.245.12,192.168.1.109,80,2538,68934,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.084705,128.119.245.12,192.168.1.109,80,2538,70394,436,6432,0x0010,
2007-06-28 21:05:32.084823,192.168.1.109,128.119.245.12,2538,80,436,71854,17520,0x0010,Retransmission
2007-06-28 21:05:32.086562,128.119.245.12,192.168.1.109,80,2538,71854,436,6432,0x0010,
2007-06-28 21:05:32.087947,128.119.245.12,192.168.1.109,80,2538,73314,436,6432,0x0010,
2007-06-28 21:05:32.088160,192.168.1.109,128.119.245.12,2538,80,436,74774,17520,0x0010,Retransmission
2007-06-28 21:05:32.092196,128.119.245.12,192.168.1.109,80,2538,74774,436,6432,0x0010,
2007-06-28 21:05:32.093306,128.119.245.12,192.168.1.109,80,2538,76234,436,6432,0x0018,Retransmission
2007-06-28 21:05:32.093639,128.119.245.12,192.168.1.109,80,2538,76234,436,6432,0x0018,Retransmission
2007-06-28 21:05:32.093757,192.168.1.109,128.119.245.12,2538,80,436,77694,17520,0x0010,Retransmission
2007-06-28 21:05:32.095395,128.119.245.12,192.168.1.109,80,2538,77694,436,6432,0x0010,
2007-06-28 21:05:32.096692,128.119.245.12,192.168.1.109,80,2538,79154,436,6432,0x0010,
2007-06-28 21:05:32.096904,192.168.1.109,128.119.245.12,2538,80,436,80614,17520,0x0010,Retransmission
2007-06-28 21:05:32.100165,128.119.245.12,192.168.1.109,80,2538,80614,436,6432,0x0018,
2007-06-28 21:05:32.101568,128.119.245.12,192.168.1.109,80,2538,82074,436,6432,0x0010,
2007-06-28 21:05:32.101800,192.168.1.109,128.119.245.12,2538,80,436,83534,17520,0x0010,Retransmission
2007-06-28 21:05:32.102084,128.119.245.12,192.168.1.109,80,2538,82074,436,6432,0x0010,
2007-06-28 21:05:32.102812,128.119.245.12,192.168.1.109,80,2538,83534,436,6432,0x0010,
2007-06-28 21:05:32.105573,128.119.245.12,192.168.1.109,80,2538,84994,436,6432,0x0010,
2007-06-28 21:05:32.105792,192.168.1.109,128.119.245.12,2538,80,436,86454,17520,0x0010,Retransmission
2007-06-28 21:05:32.106902,128.119.245.12,192.168.1.109,80,2538,86454,436,6432,0x0010,
2007-06-28 21:05:32.108251,128.119.245.12,192.168.1.109,80,2538,87914,436,6432,0x0010,
2007-06-28 21:05:32.108463,192.168.1.109,128.119.245.12,2538,80,436,89374,17520,0x0010,Retransmission
2007-06-28 21:05:32.110291,128.119.245.12,192.168.1.109,80,2538,89374,436,6432,0x0010,
2007-06-28 21:05:32.111624,128.119.245.12,192.168.1.109,80,2538,90834,436,6432,0x0018,
2007-06-28 21:05:32.111840,192.168.1.109,128.119.245.12,2538,80,436,92294,17520,0x0010,Retransmission
2007-06-28 21:05:32.114271,128.119.245.12,192.168.1.109,80,2538,92294,436,6432,0x0010,
2007-06-28 21:05:32.115366,128.119.245.12,192.168.1.109,80,2538,93754,436,6432,0x0010,
2007-06-28 21:05:32.115581,192.168.1.109,128.119.245.12,2538,80,436,95214,17520,0x0010,Retransmission
2007-06-28 21:05:32.120924,128.119.245.12,192.168.1.109,80,2538,95214,436,6432,0x0018,
2007-06-28 21:05:32.123206,128.119.245.12,192.168.1.109,80,2538,96674,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.123425,128.119.245.12,192.168.1.109,80,2538,96674,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.123657,192.168.1.109,128.119.245.12,2538,80,436,98134,17520,0x0010,Retransmission
2007-06-28 21:05:32.124403,128.119.245.12,192.168.1.109,80,2538,96674,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.124802,128.119.245.12,192.168.1.109,80,2538,98134,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.125656,128.119.245.12,192.168.1.109,80,2538,98134,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.126525,128.119.245.12,192.168.1.109,80,2538,98134,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.127070,128.119.245.12,192.168.1.109,80,2538,99594,436,6432,0x0010,
2007-06-28 21:05:32.127282,192.168.1.109,128.119.245.12,2538,80,436,101054,17520,0x0010,Retransmission
2007-06-28 21:05:32.127953,128.119.245.12,192.168.1.109,80,2538,101054,436,6432,0x0010,
2007-06-28 21:05:32.129283,128.119.245.12,192.168.1.109,80,2538,102514,436,6432,0x0010,
2007-06-28 21:05:32.129506,192.168.1.109,128.119.245.12,2538,80,436,103974,17520,0x0010,Retransmission
2007-06-28 21:05:32.131160,128.119.245.12,192.168.1.109,80,2538,103974,436,6432,0x0010,
2007-06-28 21:05:32.132403,128.119.245.12,192.168.1.109,80,2538,105434,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.132950,128.119.245.12,192.168.1.109,80,2538,105434,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.133173,192.168.1.109,128.119.245.12,2538,80,436,106894,17520,0x0010,Retransmission
2007-06-28 21:05:32.135778,128.119.245.12,192.168.1.109,80,2538,106894,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.136310,128.119.245.12,192.168.1.109,80,2538,106894,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.138411,128.119.245.12,192.168.1.109,80,2538,108354,436,6432,0x0010,
2007-06-28 21:05:32.138622,192.168.1.109,128.119.245.12,2538,80,436,109814,17520,0x0010,Retransmission
2007-06-28 21:05:32.139671,128.119.245.12,192.168.1.109,80,2538,109814,436,6432,0x0018,
2007-06-28 21:05:32.140953,128.119.245.12,192.168.1.109,80,2538,111274,436,6432,0x0010,
2007-06-28 21:05:32.142583,192.168.1.109,128.119.245.12,2538,80,436,112734,17520,0x0010,Retransmission
2007-06-28 21:05:32.145150,128.119.245.12,192.168.1.109,80,2538,112734,436,6432,0x0010,
2007-06-28 21:05:32.146465,128.119.245.12,192.168.1.109,80,2538,114194,436,6432,0x0010,
2007-06-28 21:05:32.146673,192.168.1.109,128.119.245.12,2538,80,436,115654,17520,0x0010,Retransmission
2007-06-28 21:05:32.148901,128.119.245.12,192.168.1.109,80,2538,115654,436,6432,0x0010,
2007-06-28 21:05:32.149923,128.119.245.12,192.168.1.109,80,2538,117114,436,6432,0x0010,
2007-06-28 21:05:32.150135,192.168.1.109,128.119.245.12,2538,80,436,118574,17520,0x0010,Retransmission
2007-06-28 21:05:32.153903,128.119.245.12,192.168.1.109,80,2538,118574,436,6432,0x0010,
2007-06-28 21:05:32.156330,128.119.245.12,192.168.1.109,80,2538,120034,436,6432,0x0018,
2007-06-28 21:05:32.156544,192.168.1.109,128.119.245.12,2538,80,436,121494,17520,0x0010,Retransmission
2007-06-28 21:05:32.157542,128.119.245.12,192.168.1.109,80,2538,121494,436,6432,0x0010,
2007-06-28 21:05:32.158903,128.119.245.12,192.168.1.109,80,2538,122954,436,6432,0x0010,
2007-06-28 21:05:32.159125,192.168.1.109,128.119.245.12,2538,80,436,124414,17520,0x0010,Retransmission
2007-06-28 21:05:32.161734,128.119.245.12,192.168.1.109,80,2538,124414,436,6432,0x0018,
2007-06-28 21:05:32.163084,128.119.245.12,192.168.1.109,80,2538,125874,436,6432,0x0010,
2007-06-28 21:05:32.163203,192.168.1.109,128.119.245.12,2538,80,436,127334,17520,0x0010,Retransmission
2007-06-28 21:05:32.164469,128.119.245.12,192.168.1.109,80,2538,127334,436,6432,0x0010,
2007-06-28 21:05:32.165813,128.119.245.12,192.168.1.109,80,2538,128794,436,6432,0x0010,
2007-06-28 21:05:32.166024,192.168.1.109,128.119.245.12,2538,80,436,130254,17520,0x0010,Retransmission
2007-06-28 21:05:32.169174,128.119.245.12,192.168.1.109,80,2538,130254,436,6432,0x0010,
2007-06-28 21:05:32.170529,128.119.245.12,192.168.1.109,80,2538,131714,436,6432,0x0010,
2007-06-28 21:05:32.170766,192.168.1.109,128.119.245.12,2538,80,436,133174,17520,0x0010,Retransmission
2007-06-28 21:05:32.172517,128.119.245.12,192.168.1.109,80,2538,133174,436,6432,0x0010,
2007-06-28 21:05:32.173852,128.119.245.12,192.168.1.109,80,2538,134634,436,6432,0x0010,
2007-06-28 21:05:32.174065,192.168.1.109,128.119.245.12,2538,80,436,136094,17520,0x0010,Retransmission
2007-06-28 21:05:32.181567,128.119.245.12,192.168.1.109,80,2538,136094,436,6432,0x0010,
2007-06-28 21:05:32.183701,128.119.245.12,192.168.1.109,80,2538,137554,436,6432,0x0010,
2007-06-28 21:05:32.183918,192.168.1.109,128.119.245.12,2538,80,436,139014,17520,0x0010,Retransmission
2007-06-28 21:05:32.184026,192.168.1.109,128.119.245.12,2538,80,436,139014,17520,0x0010,Retransmission
2007-06-28 21:05:32.185652,128.119.245.12,192.168.1.109,80,2538,139014,436,6432,0x0018,
2007-06-28 21:05:32.187698,128.119.245.12,192.168.1.109,80,2538,140474,436,6432,0x0010,
