Timestamp,Source IP,Destination IP,Source Port,Destination Port,Sequence,Ack Number,Window,Flags,Congestion Event
2007-06-28 21:05:32.187819,192.168.1.109,128.119.245.12,2538,80,436,141934,17520,0x0010,Retransmission
2007-06-28 21:05:32.190290,128.119.245.12,192.168.1.109,80,2538,141934,436,6432,0x0010,
2007-06-28 21:05:32.191635,128.119.245.12,192.168.1.109,80,2538,143394,436,6432,0x0010,
2007-06-28 21:05:32.191865,192.168.1.109,128.119.245.12,2538,80,436,144854,17520,0x0010,Retransmission
2007-06-28 21:05:32.192889,128.119.245.12,192.168.1.109,80,2538,144854,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.193306,128.119.245.12,192.168.1.109,80,2538,144854,436,6432,0x0010,Retransmission
2007-06-28 21:05:32.194339,128.119.245.12,192.168.1.109,80,2538,146314,436,6432,0x0010,
2007-06-28 21:05:32.194563,192.168.1.109,128.119.245.12,2538,80,436,147774,17520,0x0010,Retransmission
2007-06-28 21:05:32.196394,128.119.245.12,192.168.1.109,80,2538,147774,436,6432,0x0010,
2007-06-28 21:05:32.197941,128.119.245.12,192.168.1.109,80,2538,149234,436,6432,0x0018,
2007-06-28 21:05:32.198152,192.168.1.109,128.119.245.12,2538,80,436,150694,17520,0x0010,Retransmission
2007-06-28 21:05:32.198954,128.119.245.12,192.168.1.109,80,2538,150694,436,6432,0x0010,
2007-06-28 21:05:32.199181,128.119.245.12,192.168.1.109,80,2538,152154,436,6432,0x0018,
2007-06-28 21:05:32.199772,192.168.1.109,128.119.245.12,2538,80,436,152452,17520,0x0010,Retransmission
2007-06-28 21:05:32.257838,192.168.1.109,128.119.245.12,2538,80,436,152452,17520,0x0018,Retransmission
2007-06-28 21:05:32.281698,128.119.245.12,192.168.1.109,80,2538,152452,778,7504,0x0018,
2007-06-28 21:05:32.399399,192.168.1.109,128.119.245.12,2538,80,778,153877,16095,0x0010,Retransmission
2007-06-28 21:05:32.399773,192.168.1.109,128.119.245.12,2538,80,778,153877,16095,0x0010,Retransmission
2007-06-28 21:05:32.400271,192.168.1.109,128.119.245.12,2538,80,778,153877,16095,0x0010,Retransmission
2007-06-28 21:05:32.403148,192.168.1.109,128.119.245.12,2538,80,778,153877,16095,0x0010,Retransmission
2007-06-28 21:05:32.407275,192.168.1.109,128.119.245.12,2538,80,778,153877,16095,0x0010,Retransmission
2007-06-28 21:05:39.881031,192.168.1.109,128.119.240.19,2541,80,0,0,16384,0x0002,Retransmission
2007-06-28 21:05:39.898088,128.119.240.19,192.168.1.109,80,2541,0,1,5840,0x0012,Retransmission
2007-06-28 21:05:39.898449,192.168.1.109,128.119.240.19,2541,80,1,1,17520,0x0018,Retransmission
2007-06-28 21:05:39.916424,128.119.240.19,192.168.1.109,80,2541,1,411,6432,0x0010,Retransmission
2007-06-28 21:05:39.917047,128.119.240.19,192.168.1.109,80,2541,1,411,6432,0x0018,Retransmission
2007-06-28 21:05:39.920287,128.119.240.19,192.168.1.109,80,2541,274,411,6432,0x0010,
2007-06-28 21:05:39.920500,192.168.1.109,128.119.240.19,2541,80,411,1734,17520,0x0010,Retransmission
2007-06-28 21:05:39.939779,128.119.240.19,192.168.1.109,80,2541,1734,411,6432,0x0010,
2007-06-28 21:05:39.941074,128.119.240.19,192.168.1.109,80,2541,3194,411,6432,0x0010,
2007-06-28 21:05:39.941529,192.168.1.109,128.119.240.19,2541,80,411,4654,17520,0x0010,Retransmission
2007-06-28 21:05:39.941719,192.168.1.109,128.119.240.19,2542,80,0,0,16384,0x0002,Retransmission
2007-06-28 21:05:39.942645,128.119.240.19,192.168.1.109,80,2541,4654,411,6432,0x0010,
2007-06-28 21:05:39.960383,128.119.240.19,192.168.1.109,80,2541,6114,411,6432,0x0010,
2007-06-28 21:05:39.962269,128.119.240.19,192.168.1.109,80,2541,7574,411,6432,0x0010,
2007-06-28 21:05:39.963116,128.119.240.19,192.168.1.109,80,2541,9034,411,6432,0x0018,
2007-06-28 21:05:39.963357,128.119.240.19,192.168.1.109,80,2542,0,1,5840,0x0012,Retransmission
2007-06-28 21:05:39.963455,128.119.240.19,192.168.1.109,80,2542,0,1,5840,0x0012,Retransmission
2007-06-28 21:05:39.963770,192.168.1.109,128.119.240.19,2541,80,411,10494,17520,0x0010,Retransmission
2007-06-28 21:05:39.963993,128.119.240.19,192.168.1.109,80,2542,0,1,5840,0x0012,Retransmission
2007-06-28 21:05:39.964641,192.168.1.109,128.119.240.19,2542,80,1,1,17520,0x0010,Retransmission
2007-06-28 21:05:39.964851,192.168.1.109,128.119.240.19,2542,80,1,1,17520,0x0018,Retransmission
2007-06-28 21:05:39.965345,192.168.1.109,128.119.240.19,2542,80,1,1,17520,0x0018,Retransmission
2007-06-28 21:05:39.975642,128.119.101.5,192.168.1.109,80,2543,0,1,5840,0x0012,Retransmission
2007-06-28 21:05:39.975884,192.168.1.109,128.119.101.5,2543,80,1,1,17520,0x0010,Retransmission
2007-06-28 21:05:39.976088,192.168.1.109,128.119.101.5,2543,80,1,1,17520,0x0018,Retransmission
2007-06-28 21:05:39.982185,128.119.240.19,192.168.1.109,80,2541,10494,411,6432,0x0018,
2007-06-28 21:05:39.982402,128.119.240.19,192.168.1.109,80,2541,11954,411,6432,0x0019,
2007-06-28 21:05:39.983018,192.168.1.109,128.119.240.19,2541,80,411,12317,17520,0x0010,Retransmission
2007-06-28 21:05:39.983265,192.168.1.109,128.119.240.19,2541,80,411,12317,17520,0x0010,Retransmission
2007-06-28 21:05:39.983376,192.168.1.109,128.119.240.19,2541,80,411,12317,17520,0x0010,Retransmission
2007-06-28 21:05:39.983894,192.168.1.109,128.119.240.19,2541,80,411,12317,17520,0x0010,Retransmission
2007-06-28 21:05:39.984116,192.168.1.109,128.119.240.19,2541,80,411,12317,17520,0x0011,Retransmission
2007-06-28 21:05:39.987219,128.119.240.19,192.168.1.109,80,2542,1,383,6432,0x0010,Retransmission
2007-06-28 21:05:39.988292,128.119.240.19,192.168.1.109,80,2542,1,383,6432,0x0018,Retransmission
2007-06-28 21:05:39.990009,128.119.240.19,192.168.1.109,80,2542,252,383,6432,0x0010,
2007-06-28 21:05:39.990224,192.168.1.109,128.119.240.19,2542,80,383,1712,17520,0x0010,Retransmission
2007-06-28 21:05:39.995548,128.119.101.5,192.168.1.109,80,2543,1,339,6432,0x0010,Retransmission
2007-06-28 21:05:39.998644,128.119.101.5,192.168.1.109,80,2543,1,339,6432,0x0010,Retransmission
2007-06-28 21:05:39.999984,128.119.101.5,192.168.1.109,80,2543,1461,339,6432,0x0010,
2007-06-28 21:05:40.004336,128.119.240.19,192.168.1.109,80,2541,12317,412,6432,0x0010,
2007-06-28 21:05:40.009538,128.119.240.19,192.168.1.109,80,2542,1712,383,6432,0x0010,Retransmission
2007-06-28 21:05:40.009903,128.119.240.19,192.168.1.109,80,2542,1712,383,6432,0x0010,Retransmission
2007-06-28 21:05:40.010525,128.119.240.19,192.168.1.109,80,2542,1712,383,6432,0x0010,Retransmission
2007-06-28 21:05:40.011023,128.119.240.19,192.168.1.109,80,2542,1712,383,6432,0x0010,Retransmission
2007-06-28 21:05:40.011403,128.119.240.19,192.168.1.109,80,2542,3172,383,6432,0x0010,Retransmission
2007-06-28 21:05:40.012105,128.119.240.19,192.168.1.109,80,2542,3172,383,6432,0x0010,Retransmission
2007-06-28 21:05:40.012218,128.119.240.19,192.168.1.109,80,2542,4632,383,6432,0x0019,
2007-06-28 21:05:40.012931,192.168.1.109,128.119.240.19,2542,80,383,4864,17289,0x0010,Retransmission
2007-06-28 21:05:40.014272,192.168.1.109,128.119.240.19,2542,80,383,4864,17289,0x0010,Retransmission
2007-06-28 21:05:40.014481,192.168.1.109,128.119.240.19,2542,80,383,4864,17289,0x0011,Retransmission
2007-06-28 21:05:40.017905,128.119.101.5,192.168.1.109,80,2543,2921,339,6432,0x0010,Retransmission
2007-06-28 21:05:40.018393,128.119.101.5,192.168.1.109,80,2543,2921,339,6432,0x0010,Retransmission
2007-06-28 21:05:40.018734,128.119.101.5,192.168.1.109,80,2543,2921,339,6432,0x0010,Retransmission
2007-06-28 21:05:40.019266,128.119.101.5,192.168.1.109,80,2543,4381,339,6432,0x0018,Retransmission
2007-06-28 21:05:40.020016,128.119.101.5,192.168.1.109,80,2543,4381,339,6432,0x0018,Retransmission
2007-06-28 21:05:40.020701,128.119.101.5,192.168.1.109,80,2543,4381,339,6432,0x0018,Retransmission
2007-06-28 21:05:40.020915,192.168.1.109,128.119.101.5,2543,80,339,5032,17520,0x0010,Retransmission
2007-06-28 21:05:40.028533,192.168.1.109,128.119.101.5,2543,80,339,5032,17520,0x0018,Retransmission
2007-06-28 21:05:40.029664,192.168.1.109,128.119.240.19,2544,80,0,0,16384,0x0002,Retransmission
2007-06-28 21:05:40.030655,192.168.1.109,128.119.240.19,2545,80,0,0,16384,0x0002,Retransmission
2007-06-28 21:05:40.036956,128.119.240.19,192.168.1.109,80,2542,4864,384,6432,0x0010,Retransmission
2007-06-28 21:05:40.037194,128.119.240.19,192.168.1.109,80,2542,4864,384,6432,0x0010,Retransmission
2007-06-28 21:05:40.049707,128.119.101.5,192.168.1.109,80,2543,5032,746,7504,0x0018,
2007-06-28 21:05:40.051164,128.119.240.19,192.168.1.109,80,2544,0,1,5840,0x0012,Retransmission
2007-06-28 21:05:40.051409,192.168.1.109,128.119.240.19,2544,80,1,1,17520,0x0010,Retransmission
2007-06-28 21:05:40.051617,128.119.240.19,192.168.1.109,80,2545,0,1,5840,0x0012,Retransmission
2007-06-28 21:05:40.052270,192.168.1.109,128.119.240.19,2545,80,1,1,17520,0x0010,Retransmission
2007-06-28 21:05:40.053270,192.168.1.109,128.119.240.19,2544,80,1,1,17520,0x0018,Retransmission
2007-06-28 21:05:40.054406,192.168.1.109,64.233.187.104,2546,80,0,0,16384,0x0002,Retransmission
2007-06-28 21:05:40.054772,192.168.1.109,64.233.187.104,2546,80,0,0,16384,0x0002,Retransmission
2007-06-28 21:05:40.069335,128.119.240.19,192.168.1.109,80,2544,1,383,6432,0x0010,Retransmission
2007-06-28 21:05:40.073468,128.119.240.19,192.168.1.109,80,2544,292,383,6432,0x0011,
2007-06-28 21:05:40.073811,192.168.1.109,128.119.240.19,2544,80,384,293,17229,0x0010,Retransmission
2007-06-28 21:05:40.074032,192.168.1.109,128.119.240.19,2547,80,0,0,16384,0x0002,Retransmission
2007-06-28 21:05:40.074703,128.119.240.19,192.168.1.109,80,2545,1,385,6432,0x0010,Retransmission
2007-06-28 21:05:40.075605,128.119.240.19,192.168.1.109,80,2545,1,385,6432,0x0018,Retransmission
2007-06-28 21:05:40.079080,128.119.240.19,192.168.1.109,80,2545,254,385,6432,0x0010,
2007-06-28 21:05:40.079332,192.168.1.109,128.119.240.19,2545,80,385,1714,17520,0x0010,Retransmission
2007-06-28 21:05:40.089613,128.119.240.19,192.168.1.109,80,2544,293,384,6432,0x0010,
2007-06-28 21:05:40.094204,128.119.240.19,192.168.1.109,80,2547,0,1,5840,0x0012,Retransmission
2007-06-28 21:05:40.094418,192.168.1.109,128.119.240.19,2547,80,1,1,17520,0x0010,Retransmission
2007-06-28 21:05:40.094624,192.168.1.109,128.119.240.19,2547,80,1,1,17520,0x0018,Retransmission
2007-06-28 21:05:40.100073,128.119.240.19,192.168.1.109,80,2545,1714,385,6432,0x0010,
2007-06-28 21:05:40.102264,128.119.240.19,192.168.1.109,80,2545,3174,385,6432,0x0010,
2007-06-28 21:05:40.102383,192.168.1.109,128.119.240.19,2545,80,385,4634,17520,0x0010,Retransmission
2007-06-28 21:05:40.102823,128.119.240.19,192.168.1.109,80,2545,4634,385,6432,0x0010,
2007-06-28 21:05:40.102960,64.233.187.104,192.168.1.109,80,2546,0,1,8190,0x0012,Retransmission
2007-06-28 21:05:40.103645,192.168.1.109,64.233.187.104,2546,80,1,1,17520,0x0010,Retransmission
2007-06-28 21:05:40.104012,192.168.1.109,64.233.187.104,2546,80,1,1,17520,0x0010,Retransmission
2007-06-28 21:05:40.104263,192.168.1.109,64.233.187.104,2546,80,1,1,17520,0x0010,Retransmission
2007-06-28 21:05:40.104469,192.168.1.109,64.233.187.104,2546,80,1,1,17520,0x0018,Retransmission
2007-06-28 21:05:40.111158,128.119.240.19,192.168.1.109,80,2547,1,393,6432,0x0010,Retransmission
2007-06-28 21:05:40.111650,128.119.240.19,192.168.1.109,80,2547,1,393,6432,0x0018,Retransmission
2007-06-28 21:05:40.112023,128.119.240.19,192.168.1.109,80,2547,1,393,6432,0x0018,Retransmission
2007-06-28 21:05:40.112651,128.119.240.19,192.168.1.109,80,2547,1,393,6432,0x0018,Retransmission
2007-06-28 21:05:40.113022,128.119.240.19,192.168.1.109,80,2547,1,393,6432,0x0018,Retransmission
2007-06-28 21:05:40.114047,128.119.240.19,192.168.1.109,80,2547,255,393,6432,0x0010,
2007-06-28 21:05:40.114256,192.168.1.109,128.119.240.19,2547,80,393,1715,17520,0x0010,Retransmission
2007-06-28 21:05:40.123553,128.119.240.19,192.168.1.109,80,2545,6094,385,6432,0x0010,
2007-06-28 21:05:40.123697,192.168.1.109,128.119.240.19,2545,80,385,7554,17520,0x0010,Retransmission
2007-06-28 21:05:40.124427,128.119.240.19,192.168.1.109,80,2545,7554,385,6432,0x0010,
2007-06-28 21:05:40.125782,128.119.240.19,192.168.1.109,80,2545,9014,385,6432,0x0018,
2007-06-28 21:05:40.125904,192.168.1.109,128.119.240.19,2545,80,385,10474,17520,0x0010,Retransmission
2007-06-28 21:05:40.135652,128.119.240.19,192.168.1.109,80,2547,1715,393,6432,0x0010,
2007-06-28 21:05:40.136952,128.119.240.19,192.168.1.109,80,2547,3175,393,6432,0x0010,
2007-06-28 21:05:40.137072,192.168.1.109,128.119.240.19,2547,80,393,4635,17520,0x0010,Retransmission
2007-06-28 21:05:40.138147,128.119.240.19,192.168.1.109,80,2547,4635,393,6432,0x0010,
2007-06-28 21:05:40.142276,128.119.240.19,192.168.1.109,80,2545,10474,385,6432,0x0018,
2007-06-28 21:05:40.147783,128.119.240.19,192.168.1.109,80,2545,11934,385,6432,0x0010,
2007-06-28 21:05:40.148147,128.119.240.19,192.168.1.109,80,2545,13394,385,6432,0x0010,
2007-06-28 21:05:40.148367,192.168.1.109,128.119.240.19,2545,80,385,13394,17520,0x0010,Retransmission
2007-06-28 21:05:40.149257,128.119.240.19,192.168.1.109,80,2545,14854,385,6432,0x0010,
2007-06-28 21:05:40.149479,192.168.1.109,128.119.240.19,2545,80,385,16314,17520,0x0010,Retransmission
2007-06-28 21:05:40.150393,128.119.240.19,192.168.1.109,80,2545,16314,385,6432,0x0018,
2007-06-28 21:05:40.152041,128.119.240.19,192.168.1.109,80,2545,17774,385,6432,0x0010,
2007-06-28 21:05:40.152365,192.168.1.109,128.119.240.19,2545,80,385,19234,17520,0x0010,Retransmission
2007-06-28 21:05:40.155730,128.119.240.19,192.168.1.109,80,2547,6095,393,6432,0x0010,
2007-06-28 21:05:40.155863,192.168.1.109,128.119.240.19,2547,80,393,7555,17520,0x0010,Retransmission
2007-06-28 21:05:40.157149,128.119.240.19,192.168.1.109,80,2547,7555,393,6432,0x0010,
2007-06-28 21:05:40.161116,128.119.240.19,192.168.1.109,80,2547,9015,393,6432,0x0018,
2007-06-28 21:05:40.161238,192.168.1.109,128.119.240.19,2547,80,393,10475,17520,0x0010,Retransmission
2007-06-28 21:05:40.162397,64.233.187.104,192.168.1.109,80,2546,1,367,6432,0x0010,Retransmission
2007-06-28 21:05:40.163632,64.233.187.104,192.168.1.109,80,2546,1431,367,6432,0x0010,
2007-06-28 21:05:40.163873,192.168.1.109,128.119.101.5,2543,80,746,6420,16132,0x0010,
2007-06-28 21:05:40.164081,192.168.1.109,64.233.187.104,2546,80,367,2861,17520,0x0010,Retransmission
2007-06-28 21:05:40.164769,64.233.187.104,192.168.1.109,80,2546,2861,367,6432,0x0010,Retransmission
2007-06-28 21:05:40.165365,64.233.187.104,192.168.1.109,80,2546,2861,367,6432,0x0010,Retransmission
2007-06-28 21:05:40.167541,128.119.240.19,192.168.1.109,80,2545,19234,385,6432,0x0010,
2007-06-28 21:05:40.168912,128.119.240.19,192.168.1.109,80,2545,20694,385,6432,0x0010,
2007-06-28 21:05:40.169040,128.119.240.19,192.168.1.109,80,2545,22154,385,6432,0x0019,
2007-06-28 21:05:40.169253,192.168.1.109,128.119.240.19,2545,80,385,22154,17520,0x0010,Retransmission
2007-06-28 21:05:40.169895,192.168.1.109,128.119.240.19,2545,80,385,22234,17441,0x0010,Retransmission
2007-06-28 21:05:40.171049,192.168.1.109,128.119.240.19,2545,80,385,22234,17441,0x0011,Retransmission
2007-06-28 21:05:40.171520,192.168.1.109,128.119.240.19,2548,80,0,0,16384,0x0002,Retransmission
2007-06-28 21:05:40.177746,128.119.240.19,192.168.1.109,80,2547,10475,393,6432,0x0018,
2007-06-28 21:05:40.179203,128.119.240.19,192.168.1.109,80,2547,11935,393,6432,0x0010,
2007-06-28 21:05:40.180475,128.119.240.19,192.168.1.109,80,2547,13395,393,6432,0x0010,
2007-06-28 21:05:40.185004,128.119.240.19,192.168.1.109,80,2547,14855,393,6432,0x0010,
2007-06-28 21:05:40.186949,128.119.240.19,192.168.1.109,80,2547,16315,393,6432,0x0019,
2007-06-28 21:05:40.187173,192.168.1.109,128.119.240.19,2547,80,393,17550,16286,0x0010,Retransmission
2007-06-28 21:05:40.187385,192.168.1.109,128.119.240.19,2547,80,393,17550,16286,0x0011,Retransmission
2007-06-28 21:05:40.187665,192.168.1.109,128.119.240.19,2549,80,0,0,16384,0x0002,Retransmission
2007-06-28 21:05:40.193190,128.119.240.19,192.168.1.109,80,2545,22234,386,6432,0x0010,
2007-06-28 21:05:40.194126,128.119.240.19,192.168.1.109,80,2548,0,1,5840,0x0012,Retransmission
2007-06-28 21:05:40.194260,128.119.240.19,192.168.1.109,80,2548,0,1,5840,0x0012,Retransmission
2007-06-28 21:05:40.194465,192.168.1.109,128.119.240.19,2548,80,1,1,17520,0x0010,Retransmission
2007-06-28 21:05:40.194660,192.168.1.109,128.119.240.19,2548,80,1,1,17520,0x0018,Retransmission
2007-06-28 21:05:40.194874,192.168.1.109,128.119.240.19,2548,80,1,1,17520,0x0018,Retransmission
2007-06-28 21:05:40.204865,128.119.240.19,192.168.1.109,80,2547,17550,394,6432,0x0010,
2007-06-28 21:05:40.210767,64.233.187.104,192.168.1.109,80,2546,4291,367,6432,0x0010,
2007-06-28 21:05:40.211034,192.168.1.109,64.233.187.104,2546,80,367,5721,17520,0x0010,Retransmission
2007-06-28 21:05:40.211255,64.233.187.104,192.168.1.109,80,2546,5721,367,6432,0x0018,
2007-06-28 21:05:40.212086,128.119.240.19,192.168.1.109,80,2549,0,1,5840,0x0012,Retransmission
2007-06-28 21:05:40.212313,192.168.1.109,128.119.240.19,2549,80,1,1,17520,0x0010,Retransmission
2007-06-28 21:05:40.212486,192.168.1.109,128.119.240.19,2549,80,1,1,17520,0x0010,Retransmission
2007-06-28 21:05:40.212760,192.168.1.109,128.119.240.19,2549,80,1,1,17520,0x0018,Retransmission
2007-06-28 21:05:40.217959,128.119.240.19,192.168.1.109,80,2548,1,388,6432,0x0010,Retransmission
2007-06-28 21:05:40.218577,128.119.240.19,192.168.1.109,80,2548,1,388,6432,0x0018,Retransmission
2007-06-28 21:05:40.219266,192.168.1.109,128.119.240.19,2548,80,388,292,17229,0x0011,
2007-06-28 21:05:40.219501,192.168.1.109,128.119.240.19,2548,80,389,293,17229,0x0010,
2007-06-28 21:05:40.231864,128.119.240.19,192.168.1.109,80,2549,1,384,6432,0x0010,Retransmission
2007-06-28 21:05:40.232075,128.119.240.19,192.168.1.109,80,2549,1,384,6432,0x0018,Retransmission
2007-06-28 21:05:40.234550,128.119.240.19,192.168.1.109,80,2549,252,384,6432,0x0010,
2007-06-28 21:05:40.234795,192.168.1.109,128.119.240.19,2549,80,384,1712,17520,0x0010,Retransmission
2007-06-28 21:05:40.236083,128.119.240.19,192.168.1.109,80,2549,1712,384,6432,0x0019,Retransmission
2007-06-28 21:05:40.236306,128.119.240.19,192.168.1.109,80,2548,293,389,6432,0x0010,
2007-06-28 21:05:40.236507,192.168.1.109,128.119.240.19,2549,80,384,2849,16384,0x0010,Retransmission
2007-06-28 21:05:40.237659,192.168.1.109,128.119.240.19,2549,80,384,2849,16384,0x0011,Retransmission
2007-06-28 21:05:40.239679,192.168.1.109,64.233.187.104,2546,80,367,6465,16776,0x0018,Retransmission
2007-06-28 21:05:40.239840,192.168.1.109,64.233.187.104,2546,80,367,6465,16776,0x0018,Retransmission
2007-06-28 21:05:40.257738,128.119.240.19,192.168.1.109,80,2549,2849,385,6432,0x0010,
2007-06-28 21:05:40.289112,64.233.187.104,192.168.1.109,80,2546,6465,1205,7794,0x0018,
2007-06-28 21:05:40.493051,192.168.1.109,64.233.187.104,2546,80,1205,6794,16447,0x0010,
2007-06-28 21:05:42.586933,128.119.245.12,192.168.1.109,80,2538,153877,778,7504,0x0011,Retransmission
2007-06-28 21:05:42.587043,128.119.245.12,192.168.1.109,80,2538,153877,778,7504,0x0011,Retransmission
2007-06-28 21:05:42.587684,192.168.1.109,128.119.245.12,2538,80,778,153878,16095,0x0010,Retransmission
2007-06-28 21:05:42.587909,192.168.1.109,128.119.245.12,2538,80,778,153878,16095,0x0010,Retransmission
2007-06-28 21:05:51.993181,192.168.1.109,128.119.245.12,2538,80,778,153878,16095,0x0011,Retransmission
2007-06-28 21:05:51.993321,192.168.1.109,128.119.245.12,2538,80,778,153878,16095,0x0011,Retransmission
2007-06-28 21:05:51.993649,192.168.1.109,128.119.245.12,2538,80,778,153878,16095,0x0011,Retransmission
2007-06-28 21:05:51.994276,192.168.1.109,128.119.245.12,2538,80,778,153878,16095,0x0011,Retransmission
2007-06-28 21:05:52.010906,128.119.245.12,192.168.1.109,80,2538,153878,779,7504,0x0010,
2007-06-28 21:05:56.092813,128.119.101.5,192.168.1.109,80,2543,0,2965458932,7504,0x014a,Retransmission
2007-06-28 21:05:56.093405,192.168.1.109,128.119.101.5,2543,80,1,1,16132,0x0010,Retransmission
